Original,POS
Money E3 E10 E30 E80 E150 E300 E600 (E) Criticality Discretionary Money D3 D10 D30 D80 D150 D300 D600 (D) Comfort (C) C3 C10 C30 C80 C150 C300 C600 1-4 6-20 20-40 5-100 100-200 200-500 500 Number of People Involved (Total staffing sizes +-20%) LEGEND Crystal Clear Crystal Yellow Crystal Orange Crystal Red Figure A3-3.,"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'JJ', 'JJ', 'JJ', 'JJ', 'JJ', 'JJ', 'CD', 'NNP', 'IN', 'NNS', 'NNP', '(', 'JJ', 'NN', 'VBZ', 'CD', 'NN', ')', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"The Crystal Family of Methods Annex A3 106 Crystal Methodology realizes that each project may require a slightly tailored set of policies, practices, and processes in order to meet the project's unique characteristics.","['DT', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'CD', 'NNP', 'NNP', 'VBZ', 'IN', 'DT', 'NN', 'MD', 'VB', 'DT', 'RB', 'VBN', 'NN', 'IN', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'IN', 'NN', 'TO', 'VB', 'DT', 'NN', 'POS', 'JJ', 'NNS', '.']"
"The family of methodologies use different colors based on ""weight"" to determine which methodology to use.","['DT', 'NN', 'IN', 'NNS', 'VBP', 'JJ', 'NNS', 'VBN', 'IN', '``', 'NN', ""''"", 'TO', 'VB', 'WDT', 'NN', 'TO', 'VB', '.']"
"The use of the word crystal comes from the gemstone where the various ""faces"" represent underlying core principles and values.","['DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'WRB', 'DT', 'JJ', '``', 'VBZ', ""''"", 'NN', 'VBG', 'NN', 'NNS', 'CC', 'NNS', '.']"
"The faces are a representation of techniques, tools, standards, and roles listed in Table A3-4.","['DT', 'VBZ', 'VBP', 'DT', 'NN', 'IN', 'NNS', ',', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'VBN', 'IN', 'JJ', 'NNP', '.']"
Table A3-4.,"['JJ', 'NNP', '.']"
"The Core Values and Common Properties of Crystal Core Values Common PropertiesA People Frequent delivery Interaction Reflective improvement Community Close or osmotic communication Skills Personal safety Talents Focus Communications Easy access to expert users Technical environment with automated tests, configuration management, and frequent integration A The more these properties are in a project, the more likely it is to succeed.","['DT', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'CC', 'JJ', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'TO', 'VB', 'NNS', 'NNP', 'NN', 'IN', 'JJ', 'NNS', ',', 'NN', 'NN', ',', 'CC', 'JJ', 'NN', 'NNP', 'DT', 'JJR', 'DT', 'NNS', 'VBP', 'IN', 'DT', 'NN', ',', 'DT', 'RBR', 'JJ', 'PRP', 'VBZ', 'TO', 'VB', '.']"
A3.,"['NNP', '.']"
SCRUMBAN Scrumban is an agile approach originally designed as a way to transition from Scrum to Kanban.,"['NNP', 'NNP', 'VBZ', 'DT', 'JJ', 'NN', 'RB', 'VBN', 'IN', 'DT', 'NN', 'TO', 'NN', 'IN', 'NNP', 'TO', 'NNP', '.']"
"As additional agile frameworks and methodologies emerged, it became an evolving hybrid framework in and of itself where teams use Scrum as a framework and Kanban for process improvement.","['IN', 'JJ', 'NN', 'NNS', 'CC', 'NNS', 'VBD', ',', 'PRP', 'VBD', 'DT', 'VBG', 'JJ', 'NN', 'IN', 'CC', 'IN', 'PRP', 'WRB', 'NNS', 'VBP', 'NNP', 'IN', 'DT', 'NN', 'CC', 'NNP', 'IN', 'NN', 'NN', '.']"
"In Scrumban, the work is organized into small ""sprints"" and leverages the use of kanban boards to visualize and monitor the work.","['IN', 'NNP', ',', 'DT', 'NN', 'VBZ', 'VBN', 'IN', 'JJ', '``', 'NNS', ""''"", 'CC', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NNS', 'TO', 'VB', 'CC', 'VB', 'DT', 'NN', '.']"
The stories are placed on the kanban board and the team manages its work by using work-in- progress limits.,"['DT', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'NNP', 'NN', 'CC', 'DT', 'NN', 'VBZ', 'PRP$', 'NN', 'IN', 'VBG', 'JJ', 'NN', 'NNS', '.']"
Daily meetings are held to maintain the collaboration between the team and to remove impediments.,"['JJ', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'TO', 'VB', 'NNS', '.']"
"A planning trigger is set in place for the team to know when to plan next, typically when the work-in-progress level is lower than a predetermined limit.","['DT', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'WRB', 'TO', 'VB', 'JJ', ',', 'RB', 'WRB', 'DT', 'JJ', 'NN', 'VBZ', 'JJR', 'IN', 'DT', 'JJ', 'NN', '.']"
There are no predefined roles in Scrumban--the team retains their current roles.,"['EX', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NNP', ':', 'DT', 'NN', 'VBZ', 'PRP$', 'JJ', 'NNS', '.']"
A3.,"['NNP', '.']"
FEATURE-DRIVEN DEVELOPMENT Feature-Driven Development (FDD) was developed to meet the specific needs of a large software development project.,"['NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'VBD', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', 'NN', '.']"
Features relate to a small business value capability.,"['NNS', 'VBP', 'TO', 'DT', 'JJ', 'NN', 'NN', 'NN', '.']"
"There are six primary roles on a Feature-Driven Development project where individuals can take on one or more of the following roles: Project manager, uu Chief architect, uu Development manager, uu Chief programmer, uu Class owner, and/or uu Domain expert.","['EX', 'VBP', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'WRB', 'NNS', 'MD', 'VB', 'IN', 'CD', 'CC', 'JJR', 'IN', 'DT', 'JJ', 'NNS', ':', 'NN', 'NN', ',', 'JJ', 'NNP', 'NN', ',', 'JJ', 'NNP', 'NN', ',', 'JJ', 'NNP', 'NN', ',', 'JJ', 'NNP', 'NN', ',', 'JJ', 'NN', 'NNP', 'NN', '.']"
"Annex A3 108 A Feature-Driven Development project is organized around five processes or activities, which are performed iteratively: Develop an overall model, uu Build a features list, uu Plan by feature, uu Design by feature, and uu Build by features.","['NNP', 'NNP', 'CD', 'NNP', 'NNP', 'NNP', 'NN', 'VBZ', 'VBN', 'IN', 'CD', 'NNS', 'CC', 'NNS', ',', 'WDT', 'VBP', 'VBN', 'RB', ':', 'VB', 'DT', 'JJ', 'NN', ',', 'JJ', 'NNP', 'DT', 'NNS', 'NN', ',', 'JJ', 'NN', 'IN', 'NN', ',', 'JJ', 'NNP', 'IN', 'NN', ',', 'CC', 'JJ', 'NNP', 'IN', 'NNS', '.']"
The life cycle flow and interaction of these five processes is illustrated in Figure A3-4.,"['DT', 'NN', 'NN', 'NN', 'CC', 'NN', 'IN', 'DT', 'CD', 'NNS', 'VBZ', 'VBN', 'IN', 'NNP', 'NNP', '.']"
"Feature-Driven Development activities are supported by a core set of software engineering best practices: Domain object modeling, uu Developing by feature, uu Individual class ownership, uu Feature teams, uu Inspections, uu Configuration management, uu Regular builds, and uu Visibility of progress and results.","['NNP', 'NNP', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', 'NN', 'JJS', 'NNS', ':', 'NNP', 'VBP', 'VBG', ',', 'JJ', 'VBG', 'IN', 'NN', ',', 'JJ', 'NNP', 'NN', 'NN', ',', 'JJ', 'NNP', 'NNS', ',', 'JJ', 'NNP', ',', 'JJ', 'NNP', 'NN', ',', 'JJ', 'NNP', 'NNS', ',', 'CC', 'JJ', 'NNP', 'IN', 'NN', 'CC', 'NNS', '.']"
Develop Develop Plan Design Build High-Level Features by by by Model List Feature Feature Feature Revise Model Figure A3-4.,"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNS', 'IN', 'IN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
Feature-Driven Development Project Life Cycle 109 A3.,"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'CD', 'NNP', '.']"
DYNAMIC SYSTEMS DEVELOPMENT METHOD Dynamic Systems Development Method (DSDM) is an agile project delivery framework initially designed to add more rigor to existing iterative methods popular in the 1990s.,"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'NN', 'RB', 'VBN', 'TO', 'VB', 'JJR', 'NN', 'TO', 'VBG', 'JJ', 'NNS', 'JJ', 'IN', 'DT', 'CD', '.']"
It was developed as a noncommercial collaboration among industry leaders.,"['PRP', 'VBD', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NNS', '.']"
DSDM is known best for its emphasis on constraint-driven delivery.,"['NNP', 'VBZ', 'VBN', 'JJS', 'IN', 'PRP$', 'NN', 'IN', 'JJ', 'NN', '.']"
"The framework will set cost, quality, and time at the outset, and then use formalized prioritization of scope to meet those constraints as shown in Figure A3-5.","['DT', 'NN', 'MD', 'VB', 'NN', ',', 'NN', ',', 'CC', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'RB', 'VB', 'JJ', 'NN', 'IN', 'NN', 'TO', 'VB', 'DT', 'NNS', 'IN', 'VBN', 'IN', 'NNP', 'NNP', '.']"
Traditional Approach DSDM Approach Features Cost Time Fixed Quality Quality Variable Time Cost Functionality Figure A3-5.,"['JJ', 'NNP', 'NNP', 'NNP', 'VBZ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
DSDM Approach to Constraint-Driven Agility Eight principles guide the use of the DSDM framework: Focus on the business need.,"['NNP', 'NNP', 'TO', 'NNP', 'NNP', 'NNP', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', ':', 'NN', 'IN', 'DT', 'NN', 'NN', '.']"
Deliver on time.,"['VB', 'IN', 'NN', '.']"
Collaborate.,"['NNP', '.']"
Never compromise quality.,"['RB', 'NN', 'NN', '.']"
Build incrementally from firm foundations.,"['NNP', 'RB', 'IN', 'JJ', 'NNS', '.']"
Develop iteratively.,"['NNP', 'RB', '.']"
Communicate continuously and clearly.,"['NNP', 'RB', 'CC', 'RB', '.']"
Demonstrate control (use appropriate techniques).,"['NNP', 'NN', '(', 'JJ', 'NN', 'NNS', ')', '.']"
Annex A3 110 A3.,"['NNP', 'NNP', 'CD', 'NNP', '.']"
AGILE UNIFIED PROCESS The Agile Unified Process (AgileUP) is an offshoot of the Unified Process (UP) for software projects.,"['NNP', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', '(', 'NNP', ')', 'IN', 'NN', 'NNS', '.']"
It features more accelerated cycles and less heavyweight processes than its Unified Process predecessor.,"['PRP', 'VBZ', 'RBR', 'JJ', 'NNS', 'CC', 'JJR', 'NN', 'VBZ', 'IN', 'PRP$', 'NNP', 'NNP', 'NN', '.']"
"The intent is to perform more iterative cycles across seven key disciplines, and incorporate the associated feedback before formal delivery.","['DT', 'NN', 'VBZ', 'TO', 'VB', 'RBR', 'JJ', 'NNS', 'IN', 'CD', 'JJ', 'NNS', ',', 'CC', 'VB', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', '.']"
The disciplines along with guiding principles are listed in Table A3-5.,"['DT', 'NNS', 'IN', 'IN', 'NN', 'NNS', 'VBP', 'VBN', 'IN', 'JJ', 'NNP', '.']"
Table A3-5.,"['JJ', 'NNP', '.']"
The Key Elements of the Agile Unified Process Disciplines within a Release Principles Guiding the Disciplines Model The team knows what it's doing Implementation Simplicity Test Agility Deployment Focus on high-value activities Configuration management Tool independence Project management Tailoring to fit Environment Situationally specific A3.,"['DT', 'NNP', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'VBG', 'DT', 'NNPS', 'NNP', 'DT', 'NN', 'VBZ', 'WP', 'PRP', 'VBZ', 'VBG', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'JJ', 'NNS', 'NNP', 'NN', 'NNP', 'NN', 'NNP', 'NN', 'VBG', 'TO', 'VB', 'NNP', 'NNP', 'JJ', 'NNP', '.']"
SCALING FRAMEWORKS A3.,"['NN', 'NNP', 'NNP', '.']"
"SCRUM OF SCRUMS Scrum of Scrums (SoS), also known as ""meta Scrum,"" is a technique used when two or more Scrum teams consisting of three to nine members each need to coordinate their work instead of one large Scrum team.","['NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', '(', 'NNP', ')', ',', 'RB', 'VBN', 'IN', '``', 'NN', 'NNP', ',', ""''"", 'VBZ', 'DT', 'NN', 'VBN', 'WRB', 'CD', 'CC', 'JJR', 'JJ', 'NNS', 'VBG', 'IN', 'CD', 'TO', 'CD', 'NNS', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'NN', 'RB', 'IN', 'CD', 'JJ', 'NNP', 'NN', '.']"
"A representative from each team attends a meeting with the other team representative(s), potentially daily but typically two to three times a week.","['DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', '(', 'NN', ')', ',', 'RB', 'JJ', 'CC', 'RB', 'CD', 'TO', 'CD', 'NNS', 'DT', 'NN', '.']"
"The daily meeting is conducted similar to the daily standup in Scrum where the representative reports completed work, next set of work, any current impediments, and potential upcoming impediments that might block the other team(s).","['DT', 'JJ', 'NN', 'VBZ', 'VBN', 'JJ', 'TO', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'WRB', 'DT', 'NN', 'NNS', 'VBD', 'NN', ',', 'JJ', 'NN', 'IN', 'NN', ',', 'DT', 'JJ', 'NNS', ',', 'CC', 'JJ', 'NN', 'NNS', 'WDT', 'MD', 'VB', 'DT', 'JJ', 'NN', '(', 'NN', ')', '.']"
The goal is to ensure the teams are coordinating work and removing impediments to optimize the efficiency of all the teams.,"['DT', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NNS', 'VBP', 'VBG', 'NN', 'CC', 'VBG', 'NNS', 'TO', 'VB', 'DT', 'NN', 'IN', 'PDT', 'DT', 'NNS', '.']"
"Large projects with several teams may result in conducting a Scrum of Scrum of Scrums, which follows the same pattern as SoS with a representative from each SoS reporting into a larger group of representatives as shown in Figure A3-6.","['JJ', 'NNS', 'IN', 'JJ', 'NNS', 'MD', 'VB', 'IN', 'VBG', 'DT', 'NNP', 'IN', 'NNP', 'IN', 'NNP', ',', 'WDT', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', 'IN', 'DT', 'JJR', 'NN', 'IN', 'NNS', 'IN', 'VBN', 'IN', 'NNP', 'NNP', '.']"
Scrum of Scrums of Scrums Scrum of Scrums Scrum Teams Figure A3-6.,"['NNP', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
Representatives of Scrum Teams Participating in SoS teams A3.,"['NNS', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNS', 'NNP', '.']"
SCALED AGILE FRAMEWORK The Scaled Agile Framework (SAFe(R)) focuses on providing a knowledge base of patterns for scaling development work across all levels of the enterprise.,"['NNP', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'NNP', '(', 'NNP', '(', 'NNP', ')', ')', 'VBZ', 'IN', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'VBG', 'NN', 'NN', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', '.']"
SAFe(R) is focused on the following principles: Take an economic view.,"['NNP', '(', 'NNP', ')', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NNS', ':', 'VB', 'DT', 'JJ', 'NN', '.']"
Apply systems thinking.,"['NNP', 'NNS', 'VBG', '.']"
Assume variability; preserve options.,"['NNP', 'NN', ':', 'NN', 'NNS', '.']"
"Build incrementally with fast, integrated learning cycles.","['NNP', 'RB', 'IN', 'NN', ',', 'VBN', 'NN', 'NNS', '.']"
Base milestones on objective evaluation of working systems.,"['NNP', 'NNS', 'IN', 'JJ', 'NN', 'IN', 'VBG', 'NNS', '.']"
"Annex A3 112 Visualize and limit work in progress, reduce batch sizes, and manage queue lengths.","['NNP', 'NNP', 'CD', 'NNP', 'CC', 'NN', 'NN', 'IN', 'NN', ',', 'VB', 'NN', 'NNS', ',', 'CC', 'NN', 'JJ', 'NNS', '.']"
Apply cadence; synchronize with cross-domain planning.,"['NNP', 'NN', ':', 'VB', 'IN', 'JJ', 'NN', '.']"
Unlock the intrinsic motivation of knowledge workers.,"['IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NNS', '.']"
Decentralize decision making.,"['NNP', 'NN', 'NN', '.']"
"SAFe(R) focuses on detailing practices, roles, and activities at the portfolio, program, and team levels with an emphasis on organizing the enterprise around value streams that focus on providing continuous value to the customer.","['NNP', '(', 'NNP', ')', 'VBZ', 'IN', 'VBG', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'IN', 'DT', 'NN', ',', 'NN', ',', 'CC', 'NN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'VBG', 'DT', 'NN', 'IN', 'NN', 'VBP', 'WDT', 'VBP', 'IN', 'VBG', 'JJ', 'NN', 'TO', 'DT', 'NN', '.']"
A3.,"['NNP', '.']"
LARGE SCALE SCRUM (LeSS) Large Scale Scrum (LeSS) is a framework for organizing several development teams toward a common goal extending the Scrum method shown in Figure A3-6.,"['JJ', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'VBZ', 'DT', 'NN', 'IN', 'VBG', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'VBG', 'DT', 'NNP', 'NN', 'VBN', 'IN', 'NNP', 'NNP', '.']"
The core organizing principle is to retain as much as possible of the elements of the conventional single-team Scrum model.,"['DT', 'NN', 'VBG', 'NN', 'VBZ', 'TO', 'VB', 'RB', 'RB', 'IN', 'JJ', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'NNP', 'NN', '.']"
This helps minimize any extensions to the model that might create unnecessary confusion or complexity.,"['DT', 'VBZ', 'VB', 'DT', 'NNS', 'TO', 'DT', 'NN', 'WDT', 'MD', 'VB', 'JJ', 'NN', 'CC', 'NN', '.']"
Table A3-6 shows a comparison of LeSS and Scrum.,"['JJ', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', 'CC', 'NNP', '.']"
Table A3-6.,"['JJ', 'NNP', '.']"
"Comparison of LeSS and Scrum Similarities of LeSS and Scrum LeSS Techniques Added to Scrum One single product backlog Sprint planning is more formally divided into two parts of what and how One definition of done for all teams Organic cross-team coordination One potentially shippable product increment at the end of each sprint Overall cross-team refinement One product owner Overall retrospective focused on cross-team improvements Complete, cross-functional teams One sprint In order to extend Scrum without losing its essence, LeSS promotes the use of certain discerning principles, such as systems thinking, whole product focus, transparency, and others.","['NNP', 'IN', 'NNP', 'CC', 'NNP', 'NNP', 'IN', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', 'NNP', 'TO', 'NNP', 'NNP', 'JJ', 'NN', 'NN', 'NNP', 'NN', 'VBZ', 'RBR', 'RB', 'VBN', 'IN', 'CD', 'NNS', 'IN', 'WP', 'CC', 'WRB', 'CD', 'NN', 'IN', 'VBN', 'IN', 'DT', 'NNS', 'NNP', 'NN', 'NN', 'CD', 'RB', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'JJ', 'JJ', 'NN', 'CD', 'NN', 'NN', 'JJ', 'NN', 'VBN', 'IN', 'JJ', 'NNS', 'JJ', ',', 'JJ', 'NNS', 'CD', 'NN', 'IN', 'NN', 'TO', 'VB', 'NNP', 'IN', 'VBG', 'PRP$', 'NN', ',', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'JJ', 'NNS', ',', 'JJ', 'IN', 'NNS', 'VBG', ',', 'JJ', 'NN', 'NN', ',', 'NN', ',', 'CC', 'NNS', '.']"
A3.,"['NNP', '.']"
ENTERPRISE SCRUM Enterprise Scrum is a framework designed to apply the Scrum method on a more holistic organizational level rather than a single product development effort.,"['NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'VBN', 'TO', 'VB', 'DT', 'NNP', 'NN', 'IN', 'DT', 'RBR', 'JJ', 'JJ', 'NN', 'RB', 'IN', 'DT', 'JJ', 'NN', 'NN', 'NN', '.']"
"Specifically, the framework advises organization leaders to: Extend the use of Scrum across all aspects of the organization; uu Generalize the Scrum techniques to apply easily at those various aspects; and uu Scale the Scrum method with supplemental techniques as necessary.","['RB', ',', 'DT', 'NN', 'VBZ', 'NN', 'NNS', 'TO', ':', 'VB', 'DT', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', ':', 'JJ', 'NNP', 'DT', 'NNP', 'NNS', 'TO', 'VB', 'RB', 'IN', 'DT', 'JJ', 'NNS', ':', 'CC', 'JJ', 'NNP', 'DT', 'NNP', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'JJ', '.']"
The intent is to use agile approaches beyond project execution by enabling disruptive innovation.,"['DT', 'NN', 'VBZ', 'TO', 'VB', 'JJ', 'NNS', 'IN', 'NN', 'NN', 'IN', 'VBG', 'JJ', 'NN', '.']"
A3.,"['NNP', '.']"
DISCIPLINED AGILE (DA) Disciplined Agile (DA) is a process decision framework that integrates several agile best practices into a comprehensive model.,"['NNP', 'NNP', '(', 'NNP', ')', 'VBD', 'NNP', '(', 'NNP', ')', 'VBZ', 'DT', 'NN', 'NN', 'NN', 'WDT', 'VBZ', 'JJ', 'RB', 'JJS', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']"
DA was designed to offer a balance between those popular methods deemed to be either too narrow in focus (e.,"['NNP', 'VBD', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'VBN', 'TO', 'VB', 'RB', 'RB', 'JJ', 'IN', 'NN', '(', 'NN', '.']"
Scrum) or too prescriptive in detail (e.,"['NNP', ')', 'CC', 'RB', 'JJ', 'IN', 'NN', '(', 'NN', '.']"
AgileUP).,"['NNP', ')', '.']"
"To achieve that balance, it blends various agile techniques according to the following principles: People-first.","['TO', 'VB', 'DT', 'NN', ',', 'PRP', 'VBZ', 'JJ', 'IN', 'NNS', 'VBG', 'TO', 'DT', 'JJ', 'NNS', ':', 'NNP', '.']"
Enumerating roles and organization elements at various levels.,"['VBG', 'NNS', 'CC', 'NN', 'NNS', 'IN', 'JJ', 'NNS', '.']"
Learning-oriented.,"['JJ', '.']"
Encouraging collaborative improvement.,"['JJ', 'JJ', 'NN', '.']"
Full delivery life cycle.,"['NN', 'NN', 'NN', 'NN', '.']"
Promoting several fit-for-purpose life cycles.,"['VBG', 'JJ', 'JJ', 'NN', 'NNS', '.']"
Goal-driven.,"['NNP', '.']"
Tailoring processes to achieve specific outcomes.,"['VBG', 'NNS', 'TO', 'VB', 'JJ', 'NNS', '.']"
Enterprise awareness.,"['NNP', 'NN', '.']"
Offering guidance on cross-departmental governance.,"['VBG', 'NN', 'IN', 'JJ', 'NN', '.']"
Scalable.,"['JJ', '.']"
Covering multiple dimensions of program complexity.,"['VBG', 'JJ', 'NNS', 'IN', 'NN', 'NN', '.']"
Annex A3 114 APPE N DI X X1 C ON TRIBUTO RS A ND REV I EWERS X1.,"['NNP', 'NNP', 'CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'PRP', 'VBP', 'RB', '.']"
"AGILE PRACTICE GUIDE CORE COMMITTEE The following individuals were members of the project Core Committee responsible for drafting the guide, including review and adjudication of reviewer recommendations.","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'DT', 'JJ', 'NNS', 'VBD', 'NNS', 'IN', 'DT', 'NN', 'NNP', 'NNP', 'JJ', 'IN', 'VBG', 'DT', 'NN', ',', 'VBG', 'NN', 'CC', 'NN', 'IN', 'NN', 'NNS', '.']"
X1.,"['NN', '.']"
"REPRESENTING THE PROJECT MANAGEMENT INSTITUTE: Mike Griffiths, PMP, PMI-ACP, (Committee Chair) Jesse Fewell, CST, PMI-ACP Horia Sluanschi, PhD, CSM Stephen Matola, BA, PMP X1.","['VBG', 'NNP', 'NNP', 'NNP', 'NNP', ':', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', ',', '(', 'NNP', 'NNP', ')', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', 'NNP', '.']"
"REPRESENTING AGILE ALLIANCE: Johanna Rothman, MS (Committee Vice Chair) Becky Hartman, PMI-ACP, CSP Betsy Kauffman, ICP-ACC, PMI-ACP 115 X1.","['NN', 'NNP', 'NNP', ':', 'NNP', 'NNP', ',', 'NNP', '(', 'NNP', 'NNP', 'NNP', ')', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', 'CD', 'NNP', '.']"
